diffex_id,NCBI_id
Amblyomma-americanum_evm.model.contig-88748-1.4,V5799_004762
Amblyomma-americanum_evm.model.contig-88748-1.5,V5799_004763
Amblyomma-americanum_evm.model.contig-88748-1.6,V5799_004764
Amblyomma-americanum_evm.model.contig-88748-1.7,V5799_004765
Amblyomma-americanum_evm.model.contig-88748-1.8,V5799_004766
Amblyomma-americanum_evm.model.contig-88754-1.1,V5799_004768
Amblyomma-americanum_evm.model.contig-88778-1.1,V5799_004769
evm.TU.contig_8878_1.1,V5799_004771
Amblyomma-americanum_evm.model.contig-8878-1.2,V5799_004772
Amblyomma-americanum_evm.model.contig-8878-1.3,V5799_004773
Amblyomma-americanum_evm.model.contig-88791-1.1,V5799_004774
Amblyomma-americanum_evm.model.contig-88791-1.2,V5799_004775
Amblyomma-americanum_evm.model.contig-88793-1.1,V5799_004776
Amblyomma-americanum_evm.model.contig-88795-1.1,V5799_004777
evm.TU.contig_8881_1.1,V5799_004778
Amblyomma-americanum_evm.model.contig-8881-1.2,V5799_004779
Amblyomma-americanum_evm.model.contig-8881-1.3,V5799_004780
Amblyomma-americanum_evm.model.contig-8881-1.4,V5799_004781
Amblyomma-americanum_evm.model.contig-88858-1.1,V5799_004783
Amblyomma-americanum_evm.model.contig-88907-1.1,V5799_004784
Amblyomma-americanum_evm.model.contig-88942-1.2,V5799_004787
Amblyomma-americanum_evm.model.contig-88976-1.1,V5799_004788
evm.TU.contig_88980_1.1,V5799_004789
Amblyomma-americanum_evm.model.contig-88990-1.1,V5799_004791
Amblyomma-americanum_evm.model.contig-88999-1.1,V5799_004792
Amblyomma-americanum_evm.model.contig-89002-1.1,V5799_004793
Amblyomma-americanum_evm.model.contig-89002-1.2,V5799_004794
Amblyomma-americanum_evm.model.contig-89002-1.3,V5799_004795
Amblyomma-americanum_evm.model.contig-89002-1.4,V5799_004796
Amblyomma-americanum_evm.model.contig-89003-1.1,V5799_004797
Amblyomma-americanum_evm.model.contig-89007-1.1,V5799_004798
Amblyomma-americanum_evm.model.contig-89071-1.1,V5799_004799
Amblyomma-americanum_evm.model.contig-89072-1.1,V5799_004800
Amblyomma-americanum_evm.model.contig-89102-1.1,V5799_004801
evm.TU.contig_89102_1.2,V5799_004802
Amblyomma-americanum_evm.model.contig-89105-1.2,V5799_004804
Amblyomma-americanum_evm.model.contig-89111-1.1,V5799_004805
Amblyomma-americanum_evm.model.contig-89111-1.4,V5799_004808
Amblyomma-americanum_evm.model.contig-89113-1.1,V5799_004809
Amblyomma-americanum_evm.model.contig-89113-1.2,V5799_004810
Amblyomma-americanum_evm.model.contig-89113-1.3,V5799_004811
Amblyomma-americanum_evm.model.contig-89113-1.4,V5799_004812
Amblyomma-americanum_evm.model.contig-89113-1.5,V5799_004813
Amblyomma-americanum_evm.model.contig-89140-1.1,V5799_004815
evm.TU.contig_89150_1.1,V5799_004816
evm.TU.contig_89150_1.2,V5799_004817
Amblyomma-americanum_evm.model.contig-89182-1.1,V5799_004818
Amblyomma-americanum_evm.model.contig-89182-1.2,V5799_004819
Amblyomma-americanum_evm.model.contig-89182-1.3,V5799_004820
Amblyomma-americanum_evm.model.contig-89194-1.1,V5799_004821
Amblyomma-americanum_evm.model.contig-89194-1.2,V5799_004822
Amblyomma-americanum_evm.model.contig-89194-1.3,V5799_004823
Amblyomma-americanum_evm.model.contig-89194-1.4,V5799_004824
Amblyomma-americanum_evm.model.contig-89194-1.5,V5799_004825
Amblyomma-americanum_evm.model.contig-89264-1.1,V5799_004830
Amblyomma-americanum_evm.model.contig-89314-1.1,V5799_004833
Amblyomma-americanum_evm.model.contig-89314-1.2,V5799_004834
Amblyomma-americanum_evm.model.contig-8940-1.1,V5799_004835
Amblyomma-americanum_evm.model.contig-8940-1.2,V5799_004836
Amblyomma-americanum_evm.model.contig-89400-1.1,V5799_004837
Amblyomma-americanum_evm.model.contig-89406-1.1,V5799_004838
Amblyomma-americanum_evm.model.contig-89406-1.2,V5799_004839
Amblyomma-americanum_evm.model.contig-89406-1.5,V5799_004842
Amblyomma-americanum_evm.model.contig-89406-1.6,V5799_004843
Amblyomma-americanum_evm.model.contig-89406-1.7,V5799_004844
Amblyomma-americanum_evm.model.contig-89425-1.1,V5799_004845
evm.TU.contig_89427_1.1,V5799_004846
Amblyomma-americanum_evm.model.contig-89427-1.2,V5799_004847
Amblyomma-americanum_evm.model.contig-89436-1.1,V5799_004848
Amblyomma-americanum_evm.model.contig-89436-1.2,V5799_004849
Amblyomma-americanum_evm.model.contig-89436-1.3,V5799_004850
Amblyomma-americanum_evm.model.contig-89442-1.1,V5799_004851
Amblyomma-americanum_evm.model.contig-89442-1.2,V5799_004852
Amblyomma-americanum_evm.model.contig-89442-1.3,V5799_004853
Amblyomma-americanum_evm.model.contig-89450-1.1,V5799_004854
Amblyomma-americanum_evm.model.contig-89457-1.1,V5799_004855
Amblyomma-americanum_evm.model.contig-89457-1.2,V5799_004856
Amblyomma-americanum_evm.model.contig-89457-1.3,V5799_004857
Amblyomma-americanum_evm.model.contig-89457-1.4,V5799_004858
Amblyomma-americanum_evm.model.contig-89457-1.5,V5799_004859
Amblyomma-americanum_evm.model.contig-89457-1.7,V5799_004861
Amblyomma-americanum_evm.model.contig-89457-1.8,V5799_004862
Amblyomma-americanum_evm.model.contig-89457-1.9,V5799_004863
Amblyomma-americanum_evm.model.contig-89457-1.10,V5799_004864
Amblyomma-americanum_evm.model.contig-89457-1.11,V5799_004865
Amblyomma-americanum_evm.model.contig-89457-1.12,V5799_004866
Amblyomma-americanum_evm.model.contig-89457-1.13,V5799_004867
Amblyomma-americanum_evm.model.contig-89457-1.14,V5799_004868
evm.TU.contig_89496_1.1,V5799_004869
Amblyomma-americanum_evm.model.contig-89524-1.2,V5799_004871
Amblyomma-americanum_evm.model.contig-89524-1.4,V5799_004873
Amblyomma-americanum_evm.model.contig-89524-1.5,V5799_004874
Amblyomma-americanum_evm.model.contig-89524-1.6,V5799_004875
Amblyomma-americanum_evm.model.contig-89524-1.7,V5799_004876
Amblyomma-americanum_evm.model.contig-89524-1.8,V5799_004877
Amblyomma-americanum_evm.model.contig-89524-1.9,V5799_004878
Amblyomma-americanum_evm.model.contig-89524-1.10,V5799_004879
Amblyomma-americanum_evm.model.contig-89524-1.11,V5799_004880
Amblyomma-americanum_evm.model.contig-89537-1.1,V5799_004881
Amblyomma-americanum_evm.model.contig-89537-1.2,V5799_004882
Amblyomma-americanum_evm.model.contig-89537-1.3,V5799_004883
Amblyomma-americanum_evm.model.contig-89537-1.5,V5799_004885
Amblyomma-americanum_evm.model.contig-89537-1.6,V5799_004886
Amblyomma-americanum_evm.model.contig-89540-1.1,V5799_004887
Amblyomma-americanum_evm.model.contig-89550-1.2,V5799_004889
Amblyomma-americanum_evm.model.contig-89550-1.3,V5799_004890
Amblyomma-americanum_evm.model.contig-89550-1.4,V5799_004891
Amblyomma-americanum_evm.model.contig-89550-1.6,V5799_004893
Amblyomma-americanum_evm.model.contig-89550-1.8,V5799_004895
Amblyomma-americanum_evm.model.contig-89550-1.9,V5799_004896
Amblyomma-americanum_evm.model.contig-89550-1.10,V5799_004897
Amblyomma-americanum_evm.model.contig-89574-1.1,V5799_004898
Amblyomma-americanum_evm.model.contig-89605-1.1,V5799_004900
Amblyomma-americanum_evm.model.contig-89616-1.2,V5799_004902
Amblyomma-americanum_evm.model.contig-89617-1.1,V5799_004904
Amblyomma-americanum_evm.model.contig-89668-1.1,V5799_004907
Amblyomma-americanum_evm.model.contig-89751-1.1,V5799_004908
Amblyomma-americanum_evm.model.contig-89751-1.2,V5799_004909
Amblyomma-americanum_evm.model.contig-89751-1.4,V5799_004911
Amblyomma-americanum_evm.model.contig-89780-1.1,V5799_004912
Amblyomma-americanum_evm.model.contig-89780-1.2,V5799_004913
Amblyomma-americanum_evm.model.contig-8981-1.1,V5799_004914
Amblyomma-americanum_evm.model.contig-89825-1.1,V5799_004915
Amblyomma-americanum_evm.model.contig-89848-1.1,V5799_004919
Amblyomma-americanum_evm.model.contig-89860-1.1,V5799_004920
Amblyomma-americanum_evm.model.contig-89864-1.1,V5799_004922
Amblyomma-americanum_evm.model.contig-89866-1.1,V5799_004923
Amblyomma-americanum_evm.model.contig-89870-1.1,V5799_004924
Amblyomma-americanum_evm.model.contig-89870-1.2,V5799_004925
evm.TU.contig_89870_1.4,V5799_004927
Amblyomma-americanum_evm.model.contig-89870-1.6,V5799_004929
Amblyomma-americanum_evm.model.contig-89870-1.7,V5799_004930
Amblyomma-americanum_evm.model.contig-89870-1.8,V5799_004931
Amblyomma-americanum_evm.model.contig-89879-1.1,V5799_004932
Amblyomma-americanum_evm.model.contig-89896-1.1,V5799_004933
Amblyomma-americanum_evm.model.contig-89905-1.1,V5799_004934
Amblyomma-americanum_evm.model.contig-89905-1.2,V5799_004935
Amblyomma-americanum_evm.model.contig-89905-1.3,V5799_004936
Amblyomma-americanum_evm.model.contig-89929-1.1,V5799_004938
Amblyomma-americanum_evm.model.contig-89946-1.1,V5799_004941
Amblyomma-americanum_evm.model.contig-89950-1.1,V5799_004942
Amblyomma-americanum_evm.model.contig-89956-1.1,V5799_004944
Amblyomma-americanum_evm.model.contig-8996-1.1,V5799_004945
Amblyomma-americanum_evm.model.contig-8996-1.2,V5799_004946
Amblyomma-americanum_evm.model.contig-9002-1.1,V5799_004947
Amblyomma-americanum_evm.model.contig-90022-1.1,V5799_004948
Amblyomma-americanum_evm.model.contig-90030-1.1,V5799_004949
Amblyomma-americanum_evm.model.contig-90035-1.1,V5799_004950
Amblyomma-americanum_evm.model.contig-90035-1.2,V5799_004951
Amblyomma-americanum_evm.model.contig-90035-1.3,V5799_004952
Amblyomma-americanum_evm.model.contig-90035-1.4,V5799_004953
Amblyomma-americanum_evm.model.contig-90039-1.1,V5799_004954
Amblyomma-americanum_evm.model.contig-90058-1.1,V5799_004955
Amblyomma-americanum_evm.model.contig-90098-1.1,V5799_004957
Amblyomma-americanum_evm.model.contig-90098-1.2,V5799_004958
Amblyomma-americanum_evm.model.contig-90123-1.1,V5799_004959
Amblyomma-americanum_evm.model.contig-90135-1.1,V5799_004960
Amblyomma-americanum_evm.model.contig-90160-1.1,V5799_004961
Amblyomma-americanum_evm.model.contig-9017-1.1,V5799_004962
Amblyomma-americanum_evm.model.contig-9019-1.1,V5799_004963
Amblyomma-americanum_evm.model.contig-9019-1.3,V5799_004965
Amblyomma-americanum_evm.model.contig-9019-1.5,V5799_004967
Amblyomma-americanum_evm.model.contig-90207-1.1,V5799_004968
Amblyomma-americanum_evm.model.contig-90257-1.1,V5799_004969
Amblyomma-americanum_evm.model.contig-90270-1.1,V5799_004970
Amblyomma-americanum_evm.model.contig-90270-1.2,V5799_004971
Amblyomma-americanum_evm.model.contig-90270-1.3,V5799_004972
Amblyomma-americanum_evm.model.contig-90270-1.5,V5799_004974
Amblyomma-americanum_evm.model.contig-90277-1.1,V5799_004975
Amblyomma-americanum_evm.model.contig-90277-1.2,V5799_004976
Amblyomma-americanum_evm.model.contig-90277-1.3,V5799_004977
Amblyomma-americanum_evm.model.contig-90277-1.4,V5799_004978
Amblyomma-americanum_evm.model.contig-90279-1.1,V5799_004979
Amblyomma-americanum_evm.model.contig-90279-1.4,V5799_004982
Amblyomma-americanum_evm.model.contig-90279-1.5,V5799_004983
Amblyomma-americanum_evm.model.contig-9037-1.1,V5799_004984
Amblyomma-americanum_evm.model.contig-9037-1.2,V5799_004985
evm.TU.contig_9037_1.3,V5799_004986
Amblyomma-americanum_evm.model.contig-9037-1.4,V5799_004987
Amblyomma-americanum_evm.model.contig-9037-1.5,V5799_004988
Amblyomma-americanum_evm.model.contig-904-1.1,V5799_004989
Amblyomma-americanum_evm.model.contig-90430-1.1,V5799_004990
Amblyomma-americanum_evm.model.contig-90430-1.2,V5799_004991
Amblyomma-americanum_evm.model.contig-90430-1.3,V5799_004992
Amblyomma-americanum_evm.model.contig-90430-1.8,V5799_004997
Amblyomma-americanum_evm.model.contig-90537-1.1,V5799_004998
Amblyomma-americanum_evm.model.contig-90537-1.2,V5799_004999
Amblyomma-americanum_evm.model.contig-90620-1.1,V5799_005000
Amblyomma-americanum_evm.model.contig-90643-1.2,V5799_005002
Amblyomma-americanum_evm.model.contig-90657-1.1,V5799_005003
Amblyomma-americanum_evm.model.contig-90657-1.2,V5799_005004
Amblyomma-americanum_evm.model.contig-90657-1.3,V5799_005005
Amblyomma-americanum_evm.model.contig-90657-1.4,V5799_005006
Amblyomma-americanum_evm.model.contig-90657-1.5,V5799_005007
Amblyomma-americanum_evm.model.contig-90657-1.6,V5799_005008
Amblyomma-americanum_evm.model.contig-90657-1.7,V5799_005009
Amblyomma-americanum_evm.model.contig-90657-1.8,V5799_005010
Amblyomma-americanum_evm.model.contig-90657-1.9,V5799_005011
Amblyomma-americanum_evm.model.contig-9069-1.1,V5799_005012
Amblyomma-americanum_evm.model.contig-9069-1.2,V5799_005013
Amblyomma-americanum_evm.model.contig-90770-1.1,V5799_005014
Amblyomma-americanum_evm.model.contig-90774-1.1,V5799_005015
Amblyomma-americanum_evm.model.contig-90774-1.2,V5799_005016
Amblyomma-americanum_evm.model.contig-90796-1.1,V5799_005017
Amblyomma-americanum_evm.model.contig-90796-1.2,V5799_005018
Amblyomma-americanum_evm.model.contig-90826-1.1,V5799_005019
Amblyomma-americanum_evm.model.contig-9084-1.2,V5799_005022
evm.TU.contig_90857_1.1,V5799_005023
Amblyomma-americanum_evm.model.contig-90857-1.2,V5799_005024
Amblyomma-americanum_evm.model.contig-90857-1.3,V5799_005025
Amblyomma-americanum_evm.model.contig-90857-1.4,V5799_005026
Amblyomma-americanum_evm.model.contig-90857-1.5,V5799_005027
Amblyomma-americanum_evm.model.contig-90857-1.6,V5799_005028
Amblyomma-americanum_evm.model.contig-90877-1.1,V5799_005029
Amblyomma-americanum_evm.model.contig-90901-1.1,V5799_005030
Amblyomma-americanum_evm.model.contig-90901-1.2,V5799_005031
Amblyomma-americanum_evm.model.contig-90971-1.1,V5799_005035
Amblyomma-americanum_evm.model.contig-90971-1.3,V5799_005037
Amblyomma-americanum_evm.model.contig-90980-1.1,V5799_005039
Amblyomma-americanum_evm.model.contig-91062-1.1,V5799_005040
Amblyomma-americanum_evm.model.contig-91064-1.1,V5799_005041
Amblyomma-americanum_evm.model.contig-91064-1.2,V5799_005042
Amblyomma-americanum_evm.model.contig-91064-1.3,V5799_005043
Amblyomma-americanum_evm.model.contig-9109-1.1,V5799_005044
Amblyomma-americanum_evm.model.contig-91117-1.1,V5799_005045
Amblyomma-americanum_evm.model.contig-91117-1.2,V5799_005046
Amblyomma-americanum_evm.model.contig-91123-1.1,V5799_005047
Amblyomma-americanum_evm.model.contig-91123-1.2,V5799_005048
Amblyomma-americanum_evm.model.contig-91123-1.3,V5799_005049
Amblyomma-americanum_evm.model.contig-91123-1.4,V5799_005050
Amblyomma-americanum_evm.model.contig-91123-1.5,V5799_005051
Amblyomma-americanum_evm.model.contig-91123-1.6,V5799_005052
Amblyomma-americanum_evm.model.contig-91123-1.7,V5799_005053
Amblyomma-americanum_evm.model.contig-91123-1.8,V5799_005054
Amblyomma-americanum_evm.model.contig-91123-1.9,V5799_005055
Amblyomma-americanum_evm.model.contig-9129-1.1,V5799_005056
Amblyomma-americanum_evm.model.contig-9129-1.2,V5799_005057
Amblyomma-americanum_evm.model.contig-9129-1.3,V5799_005058
Amblyomma-americanum_evm.model.contig-91337-1.1,V5799_005059
Amblyomma-americanum_evm.model.contig-91389-1.1,V5799_005060
Amblyomma-americanum_evm.model.contig-91433-1.1,V5799_005066
Amblyomma-americanum_evm.model.contig-91433-1.2,V5799_005067
Amblyomma-americanum_evm.model.contig-91455-1.1,V5799_005068
Amblyomma-americanum_evm.model.contig-91458-1.1,V5799_005069
Amblyomma-americanum_evm.model.contig-9150-1.1,V5799_005070
Amblyomma-americanum_evm.model.contig-252242-1.1,V5799_005071
evm.TU.contig_252243_1.1,V5799_005072
Amblyomma-americanum_evm.model.contig-252245-1.1,V5799_005073
Amblyomma-americanum_evm.model.contig-252262-1.2,V5799_005075
evm.TU.contig_252267_1.1,V5799_005077
Amblyomma-americanum_evm.model.contig-25228-1.1,V5799_005078
Amblyomma-americanum_evm.model.contig-25228-1.2,V5799_005079
Amblyomma-americanum_evm.model.contig-252286-1.1,V5799_005080
Amblyomma-americanum_evm.model.contig-25230-1.1,V5799_005081
evm.TU.contig_252305_1.1,V5799_005082
Amblyomma-americanum_evm.model.contig-25233-1.1,V5799_005083
Amblyomma-americanum_evm.model.contig-252340-1.1,V5799_005085
Amblyomma-americanum_evm.model.contig-252373-1.1,V5799_005086
Amblyomma-americanum_evm.model.contig-252476-1.2,V5799_005089
Amblyomma-americanum_evm.model.contig-252476-1.3,V5799_005090
Amblyomma-americanum_evm.model.contig-252476-1.5,V5799_005092
Amblyomma-americanum_evm.model.contig-25251-1.1,V5799_005095
Amblyomma-americanum_evm.model.contig-252567-1.1,V5799_005099
Amblyomma-americanum_evm.model.contig-252579-1.1,V5799_005100
Amblyomma-americanum_evm.model.contig-25259-1.1,V5799_005101
Amblyomma-americanum_evm.model.contig-25259-1.4,V5799_005104
Amblyomma-americanum_evm.model.contig-25259-1.5,V5799_005105
Amblyomma-americanum_evm.model.contig-25259-1.6,V5799_005106
Amblyomma-americanum_evm.model.contig-25259-1.7,V5799_005107
Amblyomma-americanum_evm.model.contig-25259-1.8,V5799_005108
Amblyomma-americanum_evm.model.contig-25259-1.9,V5799_005109
Amblyomma-americanum_evm.model.contig-25259-1.10,V5799_005110
Amblyomma-americanum_evm.model.contig-252593-1.1,V5799_005111
evm.TU.contig_252619_1.1,V5799_005112
Amblyomma-americanum_evm.model.contig-252619-1.2,V5799_005113
Amblyomma-americanum_evm.model.contig-252619-1.3,V5799_005114
Amblyomma-americanum_evm.model.contig-252619-1.4,V5799_005115
Amblyomma-americanum_evm.model.contig-252619-1.5,V5799_005116
Amblyomma-americanum_evm.model.contig-25263-1.1,V5799_005118
Amblyomma-americanum_evm.model.contig-252639-1.1,V5799_005119
Amblyomma-americanum_evm.model.contig-25268-1.1,V5799_005120
Amblyomma-americanum_evm.model.contig-25268-1.2,V5799_005121
Amblyomma-americanum_evm.model.contig-25274-1.1,V5799_005123
Amblyomma-americanum_evm.model.contig-25274-1.2,V5799_005124
Amblyomma-americanum_evm.model.contig-25274-1.5,V5799_005127
Amblyomma-americanum_evm.model.contig-25274-1.8,V5799_005130
Amblyomma-americanum_evm.model.contig-252768-1.1,V5799_005131
Amblyomma-americanum_evm.model.contig-252784-1.1,V5799_005132
Amblyomma-americanum_evm.model.contig-252788-1.1,V5799_005133
Amblyomma-americanum_evm.model.contig-252806-1.1,V5799_005135
Amblyomma-americanum_evm.model.contig-25281-1.1,V5799_005136
Amblyomma-americanum_evm.model.contig-252811-1.1,V5799_005137
Amblyomma-americanum_evm.model.contig-252812-1.1,V5799_005139
Amblyomma-americanum_evm.model.contig-252812-1.2,V5799_005140
Amblyomma-americanum_evm.model.contig-252812-1.3,V5799_005141
Amblyomma-americanum_evm.model.contig-252812-1.4,V5799_005142
Amblyomma-americanum_evm.model.contig-252853-1.1,V5799_005143
Amblyomma-americanum_evm.model.contig-252858-1.2,V5799_005145
Amblyomma-americanum_evm.model.contig-25286-1.1,V5799_005146
Amblyomma-americanum_evm.model.contig-25286-1.2,V5799_005147
Amblyomma-americanum_evm.model.contig-25286-1.3,V5799_005148
Amblyomma-americanum_evm.model.contig-25286-1.4,V5799_005149
Amblyomma-americanum_evm.model.contig-252878-1.2,V5799_005151
Amblyomma-americanum_evm.model.contig-252878-1.3,V5799_005152
Amblyomma-americanum_evm.model.contig-252922-1.1,V5799_005153
Amblyomma-americanum_evm.model.contig-252922-1.2,V5799_005154
Amblyomma-americanum_evm.model.contig-252922-1.3,V5799_005155
Amblyomma-americanum_evm.model.contig-252922-1.4,V5799_005156
Amblyomma-americanum_evm.model.contig-252991-1.1,V5799_005158
Amblyomma-americanum_evm.model.contig-252998-1.1,V5799_005159
Amblyomma-americanum_evm.model.contig-253005-1.2,V5799_005161
Amblyomma-americanum_evm.model.contig-253019-1.1,V5799_005162
Amblyomma-americanum_evm.model.contig-253026-1.1,V5799_005163
Amblyomma-americanum_evm.model.contig-253026-1.2,V5799_005164
Amblyomma-americanum_evm.model.contig-253026-1.3,V5799_005165
Amblyomma-americanum_evm.model.contig-253026-1.4,V5799_005166
Amblyomma-americanum_evm.model.contig-253026-1.5,V5799_005167
Amblyomma-americanum_evm.model.contig-253026-1.6,V5799_005168
Amblyomma-americanum_evm.model.contig-253026-1.7,V5799_005169
Amblyomma-americanum_evm.model.contig-253030-1.1,V5799_005170
Amblyomma-americanum_evm.model.contig-25304-1.1,V5799_005171
Amblyomma-americanum_evm.model.contig-25304-1.2,V5799_005172
evm.TU.contig_253082_1.1,V5799_005173
Amblyomma-americanum_evm.model.contig-253082-1.2,V5799_005174
Amblyomma-americanum_evm.model.contig-25309-1.1,V5799_005175
Amblyomma-americanum_evm.model.contig-25312-1.1,V5799_005176
Amblyomma-americanum_evm.model.contig-253147-1.1,V5799_005178
evm.TU.contig_253154_1.1,V5799_005180
Amblyomma-americanum_evm.model.contig-253154-1.2,V5799_005181
Amblyomma-americanum_evm.model.contig-253161-1.1,V5799_005182
Amblyomma-americanum_evm.model.contig-253161-1.2,V5799_005183
Amblyomma-americanum_evm.model.contig-253202-1.1,V5799_005186
evm.TU.contig_25323_1.1,V5799_005188
Amblyomma-americanum_evm.model.contig-253295-1.1,V5799_005191
Amblyomma-americanum_evm.model.contig-253333-1.1,V5799_005192
Amblyomma-americanum_evm.model.contig-253344-1.1,V5799_005193
Amblyomma-americanum_evm.model.contig-253354-1.1,V5799_005195
Amblyomma-americanum_evm.model.contig-253363-1.1,V5799_005196
Amblyomma-americanum_evm.model.contig-253363-1.2,V5799_005197
Amblyomma-americanum_evm.model.contig-253363-1.3,V5799_005198
Amblyomma-americanum_evm.model.contig-253363-1.4,V5799_005199
Amblyomma-americanum_evm.model.contig-25338-1.1,V5799_005200
evm.TU.contig_25339_1.1,V5799_005202
Amblyomma-americanum_evm.model.contig-25339-1.2,V5799_005203
Amblyomma-americanum_evm.model.contig-253433-1.1,V5799_005204
Amblyomma-americanum_evm.model.contig-253433-1.2,V5799_005205
Amblyomma-americanum_evm.model.contig-253439-1.1,V5799_005206
Amblyomma-americanum_evm.model.contig-25345-1.1,V5799_005207
Amblyomma-americanum_evm.model.contig-253458-1.1,V5799_005208
Amblyomma-americanum_evm.model.contig-253462-1.1,V5799_005209
Amblyomma-americanum_evm.model.contig-253532-1.1,V5799_005211
Amblyomma-americanum_evm.model.contig-253541-1.1,V5799_005212
Amblyomma-americanum_evm.model.contig-253589-1.1,V5799_005214
Amblyomma-americanum_evm.model.contig-253589-1.2,V5799_005215
Amblyomma-americanum_evm.model.contig-253589-1.3,V5799_005216
Amblyomma-americanum_evm.model.contig-253597-1.1,V5799_005218
Amblyomma-americanum_evm.model.contig-253597-1.2,V5799_005219
Amblyomma-americanum_evm.model.contig-253611-1.2,V5799_005221
Amblyomma-americanum_evm.model.contig-253627-1.1,V5799_005224
Amblyomma-americanum_evm.model.contig-253627-1.2,V5799_005225
evm.TU.contig_253632_1.1,V5799_005226
Amblyomma-americanum_evm.model.contig-253632-1.2,V5799_005227
Amblyomma-americanum_evm.model.contig-25364-1.1,V5799_005228
Amblyomma-americanum_evm.model.contig-25368-1.1,V5799_005229
Amblyomma-americanum_evm.model.contig-253698-1.1,V5799_005231
Amblyomma-americanum_evm.model.contig-253707-1.1,V5799_005232
Amblyomma-americanum_evm.model.contig-25376-1.1,V5799_005233
Amblyomma-americanum_evm.model.contig-25376-1.2,V5799_005234
Amblyomma-americanum_evm.model.contig-25376-1.4,V5799_005236
Amblyomma-americanum_evm.model.contig-25376-1.5,V5799_005237
Amblyomma-americanum_evm.model.contig-25376-1.6,V5799_005238
Amblyomma-americanum_evm.model.contig-253779-1.1,V5799_005240
Amblyomma-americanum_evm.model.contig-253815-1.1,V5799_005242
Amblyomma-americanum_evm.model.contig-253877-1.1,V5799_005243
Amblyomma-americanum_evm.model.contig-253877-1.2,V5799_005244
Amblyomma-americanum_evm.model.contig-25393-1.1,V5799_005245
Amblyomma-americanum_evm.model.contig-253933-1.1,V5799_005247
Amblyomma-americanum_evm.model.contig-253942-1.1,V5799_005248
Amblyomma-americanum_evm.model.contig-253944-1.1,V5799_005249
evm.TU.contig_25396_1.1,V5799_005250
Amblyomma-americanum_evm.model.contig-25396-1.2,V5799_005251
Amblyomma-americanum_evm.model.contig-253981-1.1,V5799_005252
Amblyomma-americanum_evm.model.contig-2540-1.1,V5799_005253
evm.TU.contig_254002_1.1,V5799_005254
Amblyomma-americanum_evm.model.contig-254002-1.2,V5799_005255
Amblyomma-americanum_evm.model.contig-254023-1.1,V5799_005256
Amblyomma-americanum_evm.model.contig-254031-1.1,V5799_005258
Amblyomma-americanum_evm.model.contig-254031-1.2,V5799_005259
Amblyomma-americanum_evm.model.contig-254075-1.1,V5799_005262
Amblyomma-americanum_evm.model.contig-254075-1.2,V5799_005263
Amblyomma-americanum_evm.model.contig-254076-1.1,V5799_005264
evm.TU.contig_254080_1.1,V5799_005265
Amblyomma-americanum_evm.model.contig-254087-1.1,V5799_005266
Amblyomma-americanum_evm.model.contig-254101-1.1,V5799_005267
evm.TU.contig_254110_1.1,V5799_005268
Amblyomma-americanum_evm.model.contig-254117-1.1,V5799_005269
Amblyomma-americanum_evm.model.contig-25414-1.1,V5799_005270
Amblyomma-americanum_evm.model.contig-25414-1.2,V5799_005271
Amblyomma-americanum_evm.model.contig-25414-1.3,V5799_005272
Amblyomma-americanum_evm.model.contig-254144-1.1,V5799_005273
Amblyomma-americanum_evm.model.contig-25416-1.1,V5799_005274
Amblyomma-americanum_evm.model.contig-25416-1.2,V5799_005275
Amblyomma-americanum_evm.model.contig-25416-1.3,V5799_005276
evm.TU.contig_25416_1.4,V5799_005277
Amblyomma-americanum_evm.model.contig-25416-1.5,V5799_005278
Amblyomma-americanum_evm.model.contig-25417-1.3,V5799_005281
Amblyomma-americanum_evm.model.contig-25417-1.5,V5799_005283
Amblyomma-americanum_evm.model.contig-25417-1.6,V5799_005284
Amblyomma-americanum_evm.model.contig-25417-1.7,V5799_005285
Amblyomma-americanum_evm.model.contig-254171-1.1,V5799_005286
Amblyomma-americanum_evm.model.contig-254187-1.1,V5799_005287
Amblyomma-americanum_evm.model.contig-2542-1.4,V5799_005291
Amblyomma-americanum_evm.model.contig-2542-1.7,V5799_005294
Amblyomma-americanum_evm.model.contig-2542-1.8,V5799_005295
Amblyomma-americanum_evm.model.contig-2542-1.9,V5799_005296
Amblyomma-americanum_evm.model.contig-254223-1.1,V5799_005297
Amblyomma-americanum_evm.model.contig-254223-1.2,V5799_005298
evm.TU.contig_254223_1.3,V5799_005299
Amblyomma-americanum_evm.model.contig-254230-1.1,V5799_005300
Amblyomma-americanum_evm.model.contig-254233-1.2,V5799_005303
Amblyomma-americanum_evm.model.contig-254237-1.1,V5799_005304
Amblyomma-americanum_evm.model.contig-254242-1.1,V5799_005305
Amblyomma-americanum_evm.model.contig-254300-1.1,V5799_005306
Amblyomma-americanum_evm.model.contig-254317-1.1,V5799_005307
Amblyomma-americanum_evm.model.contig-254347-1.1,V5799_005309
Amblyomma-americanum_evm.model.contig-254348-1.1,V5799_005310
Amblyomma-americanum_evm.model.contig-25438-1.1,V5799_005311
Amblyomma-americanum_evm.model.contig-254390-1.1,V5799_005312
Amblyomma-americanum_evm.model.contig-254408-1.1,V5799_005313
Amblyomma-americanum_evm.model.contig-254408-1.2,V5799_005314
Amblyomma-americanum_evm.model.contig-254410-1.2,V5799_005316
